EpochTime,3.feed_11067.CO_PPB..3.feed_43.CO_PPB,3.feed_11067.NO2_PPB..3.feed_43.NO2_PPB,3.feed_11067.NOX_PPB..3.feed_43.NOX_PPB,3.feed_11067.NO_PPB..3.feed_43.NO_PPB,3.feed_11067.PM25T_UG_M3..3.feed_43.PM25T_UG_M3,3.feed_11067.SIGTHETA_DEG..3.feed_43.SIGTHETA_DEG,3.feed_11067.SONICWD_DEG..3.feed_43.SONICWD_DEG,3.feed_11067.SONICWS_MPH..3.feed_43.SONICWS_MPH
1492525800,513.3,14.1,30.5,16.4,7.0,73.8,72.0,2.3
1492529400,410.1,8.8,15.3,6.5,6.0,79.0,191.0,2.6
1492533000,401.1,9.1,18.0,8.9,1.0,57.4,208.0,3.6
1492536600,568.7,11.6,22.3,10.6,5.0,45.5,305.0,4.2
1492540200,521.7,11.8,21.5,9.5,3.0,69.1,5.0,3.8
1492543800,385.5,7.1,11.5,4.3,4.0,62.2,223.0,3.4
1492547400,531.7,9.0,16.1,7.0,1.0,62.5,243.0,3.4
1492551000,441.6,8.1,14.7,6.5,3.0,50.3,195.0,3.5
1492554600,252.4,4.3,5.1,0.7,4.0,56.0,187.0,1.8
1492558200,186.3,3.0,3.1,0.1,4.0,44.2,96.0,0.6
1492561800,241.2,5.9,6.1,0.1,3.0,34.5,97.0,0.7
1492565400,220.2,6.9,7.1,0.1,7.0,56.6,133.0,0.5
1492569000,192.6,5.5,5.7,0.1,6.0,47.8,127.0,1.4
1492572600,150.5,4.7,4.9,0.1,4.0,18.4,128.0,1.5
1492576200,173.7,4.7,4.9,0.1,6.0,23.3,129.0,1.5
1492579800,135.5,3.5,3.6,0.1,,29.7,158.0,2.8
1492583400,,3.0,3.2,0.1,,29.9,159.0,3.0
1492587000,133.4,,,,12.0,27.1,157.0,2.5
1492590600,138.4,3.4,3.7,0.2,8.0,32.1,165.0,3.0
1492594200,137.3,2.8,3.0,0.1,8.0,32.2,150.0,2.1
1492597800,140.3,3.9,4.1,0.2,7.0,28.7,150.0,2.1
1492601400,149.6,6.0,6.4,0.4,7.0,30.3,141.0,1.9
1492605000,158.6,5.8,6.5,0.6,10.0,27.9,157.0,2.9
1492608600,169.3,8.4,10.0,1.5,,25.6,178.0,4.1
1492612200,174.9,10.8,13.1,2.3,5.0,17.9,202.0,8.7
1492615800,149.5,6.2,7.0,0.8,10.0,17.6,206.0,6.6
1492619400,159.5,4.9,5.9,1.0,8.0,22.4,207.0,6.8
1492623000,160.4,4.3,5.3,1.0,7.0,18.4,206.0,8.2
1492626600,169.6,5.2,7.2,2.0,5.0,23.9,213.0,7.0
1492630200,242.2,5.4,7.1,1.6,5.0,24.2,222.0,8.2
1492633800,348.7,7.0,9.1,2.0,7.0,26.0,240.0,7.4
1492637400,244.7,4.9,6.3,1.4,5.0,22.6,220.0,8.8
1492641000,230.4,4.9,5.8,0.9,7.0,24.6,221.0,7.2
1492644600,203.3,5.1,5.4,0.3,12.0,19.4,214.0,7.3
1492648200,148.0,3.9,4.1,0.1,11.0,15.7,212.0,6.3
1492651800,149.1,4.5,4.7,0.1,10.0,14.2,208.0,6.7
1492655400,157.9,5.8,6.3,0.4,10.0,30.7,210.0,7.4
1492659000,278.6,6.6,9.9,3.2,11.0,37.3,307.0,3.6
1492662600,152.4,5.6,6.2,0.5,1.0,39.6,158.0,1.6
1492666200,362.6,7.3,7.6,0.2,7.0,24.9,203.0,3.8
1492669800,,9.0,9.3,0.2,6.0,13.6,207.0,5.2
1492673400,130.9,,,,9.0,14.6,202.0,4.2
1492677000,132.2,6.0,6.4,0.3,6.0,17.6,204.0,4.4
1492680600,136.9,8.4,8.7,0.2,7.0,15.4,204.0,3.4
1492684200,230.5,11.2,11.6,0.3,7.0,23.8,189.0,2.8
1492687800,423.5,15.8,17.4,1.5,12.0,22.1,191.0,3.7
1492691400,737.9,21.4,26.9,5.4,17.0,20.9,192.0,4.4
1492695000,305.0,16.4,23.0,6.5,20.0,18.6,201.0,4.9
1492698600,208.7,8.4,13.0,4.5,10.0,26.6,212.0,5.5
1492702200,197.9,5.8,8.5,2.6,8.0,27.1,208.0,6.5
1492705800,177.5,5.5,7.5,2.0,8.0,21.6,218.0,8.0
1492709400,377.1,9.0,13.2,4.2,10.0,33.3,240.0,6.3
1492713000,601.0,7.4,10.7,3.2,9.0,26.6,219.0,7.3
1492716600,276.4,6.1,7.7,1.5,4.0,17.7,197.0,8.0
1492720200,273.2,12.4,15.3,2.9,4.0,16.0,197.0,5.8
1492723800,220.9,5.6,6.7,1.1,6.0,24.0,187.0,4.9
1492727400,663.8,9.3,10.9,1.5,10.0,23.5,195.0,7.4
1492731000,165.5,5.6,6.0,0.3,14.0,16.4,202.0,9.2
1492734600,165.9,7.4,7.6,0.2,11.0,17.5,199.0,7.2
1492738200,453.8,17.4,17.9,0.4,12.0,19.6,200.0,6.5
1492741800,159.0,8.8,9.1,0.3,12.0,17.0,205.0,6.5
1492745400,139.4,4.8,5.0,0.2,15.0,14.6,205.0,6.7
1492749000,123.8,3.0,3.2,0.1,7.0,17.4,211.0,7.0
1492752600,507.3,7.8,8.1,0.3,6.0,19.2,194.0,5.1
1492756200,,9.6,10.1,0.4,10.0,21.9,210.0,5.7
1492759800,131.9,,,,10.0,21.0,213.0,3.7
1492763400,215.6,7.5,8.6,1.0,9.0,28.8,230.0,2.8
1492767000,243.7,9.3,10.3,0.9,10.0,32.6,222.0,2.7
1492770600,198.5,9.0,9.7,0.6,11.0,22.3,214.0,4.0
1492774200,318.7,13.3,16.5,3.1,9.0,23.0,230.0,4.3
1492777800,550.1,14.7,27.0,12.3,13.0,42.9,307.0,4.4
1492781400,633.5,13.6,31.4,17.8,14.0,39.6,332.0,4.3
1492785000,,9.0,20.2,11.2,17.0,30.9,323.0,5.8
1492788600,567.9,,,,20.0,36.7,297.0,4.4
1492792200,483.7,10.4,20.7,10.3,13.0,36.2,285.0,6.2
1492795800,531.0,10.4,19.5,9.0,10.0,29.9,296.0,6.8
1492799400,445.1,7.9,14.9,7.0,1.0,33.8,282.0,7.8
1492803000,453.6,7.6,13.3,5.7,0.0,37.7,278.0,7.5
1492806600,517.6,7.4,13.5,6.1,2.0,34.8,297.0,7.0
1492810200,547.9,8.5,14.6,6.1,3.0,32.1,323.0,6.0
1492813800,632.0,8.7,15.7,7.0,5.0,34.7,335.0,5.5
1492817400,632.0,9.2,14.6,5.4,5.0,43.6,343.0,4.1
1492821000,544.8,8.2,13.1,4.9,3.0,41.2,355.0,4.3
1492824600,637.1,9.0,14.9,5.8,6.0,40.7,355.0,3.4
1492828200,552.3,6.7,11.7,5.0,5.0,35.5,26.0,5.0
1492831800,659.2,7.2,13.0,5.6,4.0,42.9,355.0,3.5
1492835400,609.1,10.1,16.0,5.8,6.0,43.3,11.0,2.4
1492839000,291.3,5.0,7.6,2.5,8.0,37.7,28.0,3.2
1492842600,,5.0,7.0,1.9,6.0,30.3,32.0,3.2
1492846200,249.1,,,,5.0,34.4,35.0,2.9
1492849800,205.0,4.5,6.8,2.2,5.0,48.0,12.0,2.7
1492853400,183.3,3.6,6.0,2.4,3.0,29.4,33.0,3.9
1492857000,317.5,5.5,9.0,3.5,3.0,33.6,36.0,2.8
1492860600,621.9,10.6,21.3,10.6,6.0,35.6,28.0,2.5
1492864200,588.0,7.9,16.3,8.2,6.0,46.3,10.0,2.5
1492867800,585.1,6.7,13.5,6.8,8.0,46.1,6.0,3.4
1492871400,576.0,6.3,14.1,7.7,7.0,38.5,25.0,4.0
1492875000,605.5,5.9,13.8,7.8,5.0,45.2,11.0,4.1
1492878600,610.0,5.5,11.9,6.4,3.0,44.6,17.0,4.6
1492882200,483.0,8.2,17.7,9.4,2.0,38.2,350.0,4.6
1492885800,616.0,7.1,16.0,8.9,2.0,48.3,342.0,3.6
1492889400,551.9,6.8,13.2,6.4,2.0,42.5,13.0,4.8
1492893000,634.4,6.8,13.7,6.9,2.0,43.2,12.0,3.8
1492896600,737.7,6.5,12.9,6.5,0.0,43.5,14.0,3.1
1492900200,863.7,9.7,17.7,8.0,2.0,41.6,5.0,3.0
1492903800,1088.4,10.7,19.9,9.2,4.0,43.1,356.0,2.1
1492907400,1108.1,13.7,26.8,13.1,5.0,46.2,336.0,1.5
1492911000,796.2,12.9,20.4,7.5,5.0,35.7,18.0,2.1
1492914600,685.1,10.6,16.7,6.0,7.0,21.4,38.0,3.1
1492918200,787.3,11.2,18.5,7.3,3.0,18.6,40.0,3.7
1492921800,348.7,5.2,7.2,1.9,7.0,15.4,49.0,4.1
1492925400,260.8,4.6,5.9,1.3,,16.8,51.0,3.7
1492929000,,4.9,5.8,0.8,0.0,15.8,53.0,3.7
1492932600,173.8,,,,5.0,29.4,74.0,2.0
1492936200,146.2,3.9,4.2,0.2,5.0,25.7,76.0,1.4
1492939800,137.8,5.3,5.7,0.3,4.0,38.3,78.0,1.3
1492943400,165.1,6.8,7.3,0.5,4.0,50.0,86.0,1.2
1492947000,198.4,5.5,7.1,1.5,6.0,59.8,94.0,1.3
1492950600,343.9,6.1,9.9,3.8,9.0,82.4,223.0,1.4
1492954200,634.2,6.7,13.3,6.5,3.0,83.7,25.0,2.1
1492957800,802.5,8.4,18.1,9.7,1.0,77.1,28.0,3.2
1492961400,607.4,5.9,11.2,5.2,5.0,82.1,54.0,2.9
1492965000,416.2,4.2,7.0,2.7,2.0,80.3,192.0,3.1
1492968600,595.5,5.8,12.2,6.3,0.0,82.4,43.0,3.0
1492972200,570.7,5.1,8.2,3.0,0.0,84.5,162.0,3.3
1492975800,504.8,7.1,11.3,4.2,5.0,80.1,210.0,2.7
1492979400,276.9,3.3,4.7,1.4,2.0,49.5,199.0,3.3
1492983000,566.6,5.6,8.8,3.1,,84.1,183.0,2.1
1492986600,358.8,5.1,6.6,1.5,-1.0,77.0,119.0,1.3
1492990200,160.3,2.4,2.6,0.1,2.0,58.3,131.0,0.7
1492993800,151.0,2.8,3.0,0.1,0.0,36.3,96.0,0.6
1492997400,146.1,3.1,3.2,0.1,0.0,42.9,118.0,0.6
1493001000,144.6,2.5,2.7,0.2,5.0,65.1,116.0,0.3
1493004600,136.5,2.7,2.8,0.1,0.0,44.2,140.0,0.7
1493008200,155.1,4.2,4.5,0.2,4.0,43.0,119.0,0.5
1493011800,139.5,4.9,5.4,0.5,8.0,45.6,96.0,0.5
1493015400,,9.0,11.6,2.5,8.0,22.5,56.0,1.3
1493019000,213.2,,,,9.0,37.2,54.0,1.4
1493022600,147.1,6.8,7.0,0.2,7.0,29.8,71.0,1.4
1493026200,151.9,6.2,6.6,0.3,4.0,60.2,172.0,0.7
1493029800,164.3,7.1,7.6,0.5,6.0,68.3,200.0,0.8
1493033400,532.4,15.4,29.3,13.9,6.0,49.1,65.0,1.9
1493037000,727.2,18.6,44.1,25.5,9.0,48.8,64.0,2.7
1493040600,465.7,13.9,29.7,15.8,11.0,76.2,90.0,1.8
1493044200,295.7,8.1,15.1,6.9,8.0,75.8,203.0,2.4
1493047800,261.8,6.3,9.4,3.1,5.0,75.2,194.0,2.6
1493051400,529.1,14.2,28.5,14.2,1.0,87.4,279.0,2.3
1493055000,533.8,12.7,23.6,10.7,1.0,88.2,223.0,2.2
1493058600,298.8,6.4,9.3,2.8,2.0,76.3,198.0,2.1
1493062200,341.8,7.2,10.5,3.2,0.0,81.7,205.0,2.0
1493065800,546.5,9.3,13.7,4.4,0.0,85.1,205.0,1.8
1493069400,239.0,6.0,8.0,2.0,2.0,67.8,206.0,1.6
1493073000,173.2,5.7,6.5,0.7,2.0,71.2,182.0,1.1
1493076600,230.7,6.0,7.8,1.7,6.0,70.3,195.0,1.5
1493080200,296.3,7.3,8.7,1.4,5.0,79.2,181.0,1.2
1493083800,221.1,6.0,6.8,0.8,9.0,71.6,205.0,1.0
1493087400,219.2,5.6,6.4,0.7,4.0,82.5,200.0,1.1
1493091000,169.1,2.7,3.4,0.6,6.0,74.2,200.0,1.6
1493094600,161.0,3.7,4.5,0.8,0.0,83.5,211.0,1.2
1493098200,129.4,3.1,3.6,0.4,4.0,83.9,185.0,0.8
1493101800,,2.6,2.7,0.1,3.0,63.9,162.0,1.4
1493105400,123.0,,,,2.0,50.6,167.0,1.5
1493109000,133.7,2.0,2.1,0.1,3.0,56.2,159.0,1.6
1493112600,127.9,2.0,2.4,0.3,2.0,56.6,168.0,1.2
1493116200,238.0,5.1,6.7,1.5,2.0,73.5,187.0,0.9
1493119800,304.2,13.0,21.1,8.1,4.0,79.3,106.0,1.3
1493123400,434.2,14.3,24.4,10.1,4.0,84.8,110.0,1.2
1493127000,428.5,15.7,30.6,14.8,4.0,76.8,87.0,1.4
1493130600,715.8,16.5,44.1,27.6,7.0,56.0,59.0,2.5
1493134200,782.6,19.2,44.1,24.8,7.0,72.3,38.0,2.1
1493137800,412.1,8.7,16.1,7.3,7.0,86.4,194.0,2.1
1493141400,376.6,7.9,13.7,5.8,1.0,77.9,196.0,2.5
1493145000,326.8,6.2,10.0,3.8,2.0,79.0,195.0,1.9
1493148600,492.3,8.1,14.8,6.7,3.0,82.8,103.0,1.7
1493152200,527.9,9.8,17.0,7.1,8.0,71.8,87.0,1.6
1493155800,789.1,15.2,30.2,15.0,13.0,54.0,53.0,2.2
1493159400,598.0,11.8,21.7,9.9,12.0,73.6,69.0,1.7
1493163000,435.0,6.8,11.9,5.1,5.0,77.1,90.0,1.4
1493166600,214.5,5.4,6.4,0.9,0.0,81.2,122.0,0.8
1493170200,201.1,5.4,6.5,1.1,0.0,67.2,69.0,0.7
1493173800,287.4,6.6,8.8,2.2,2.0,65.0,80.0,0.7
1493177400,173.8,5.2,5.7,0.5,2.0,66.2,98.0,0.7
1493181000,178.8,4.3,5.0,0.7,6.0,66.4,167.0,0.7
1493184600,144.8,4.3,4.6,0.3,6.0,60.8,85.0,0.6
1493188200,,9.6,11.2,1.6,5.0,35.8,55.0,1.2
1493191800,144.2,,,,6.0,18.2,70.0,1.2
1493195400,137.4,5.3,5.7,0.4,6.0,41.2,68.0,0.9
1493199000,160.2,7.6,8.1,0.5,4.0,47.1,100.0,0.7
1493202600,187.2,7.8,8.8,0.9,5.0,39.0,104.0,0.6
1493206200,231.9,8.6,12.7,4.1,2.0,49.3,139.0,0.8
1493209800,176.4,6.8,9.4,2.5,5.0,20.0,203.0,2.5
1493213400,327.7,7.8,12.9,5.0,,49.2,215.0,2.2
1493217000,443.5,12.7,25.2,12.6,1.0,50.9,231.0,2.3
1493220600,503.8,10.9,23.9,13.0,6.0,73.4,231.0,2.2
1493224200,697.4,12.9,24.4,11.6,,54.3,264.0,3.5
1493227800,301.3,7.6,12.3,4.6,11.0,42.9,226.0,3.6
1493231400,373.7,8.9,15.1,6.2,9.0,49.0,225.0,4.1
1493235000,307.7,8.2,10.9,2.6,10.0,39.2,204.0,4.7
1493238600,206.3,5.8,7.4,1.6,7.0,35.1,211.0,5.0
1493242200,255.0,6.4,7.6,1.2,12.0,33.8,205.0,4.6
1493245800,200.5,4.2,4.8,0.6,6.0,54.4,162.0,2.0
1493249400,159.3,3.6,3.9,0.2,9.0,40.0,134.0,1.1
1493253000,191.1,4.5,4.7,0.1,7.0,28.3,97.0,0.6
1493256600,157.8,4.0,4.2,0.2,7.0,42.4,102.0,0.5
1493260200,227.0,5.3,5.5,0.2,7.0,38.3,118.0,0.6
1493263800,209.1,5.7,6.1,0.3,9.0,28.6,118.0,0.8
1493267400,188.9,6.0,6.5,0.4,8.0,25.8,116.0,1.2
1493271000,157.4,4.8,5.4,0.5,3.0,26.0,123.0,1.5
1493274600,,5.0,5.5,0.4,7.0,22.2,114.0,1.4
1493278200,213.7,,,,11.0,20.3,112.0,1.3
1493281800,158.9,4.0,4.4,0.3,9.0,30.1,126.0,1.3
1493285400,214.0,5.6,7.1,1.4,4.0,21.2,106.0,1.3
1493289000,308.7,10.4,17.7,7.2,8.0,23.1,116.0,1.1
1493292600,246.1,9.8,15.1,5.2,9.0,58.6,144.0,0.6
1493296200,333.4,10.9,18.4,7.5,6.0,58.7,169.0,1.5
1493299800,677.8,13.5,19.5,5.9,6.0,22.4,193.0,5.0
1493303400,605.9,11.8,15.5,3.7,8.0,25.8,194.0,6.2
1493307000,268.4,6.0,7.2,1.2,12.0,28.0,196.0,8.0
1493310600,,,,,10.0,27.6,197.0,7.7
1493314200,217.1,,,,19.0,20.9,209.0,10.5
1493317800,212.9,3.4,3.9,0.4,16.0,21.1,206.0,9.7
1493321400,187.9,2.9,3.3,0.3,12.0,18.9,210.0,10.0
1493325000,243.0,4.2,4.8,0.6,9.0,23.4,223.0,10.0
1493328600,252.9,4.2,5.0,0.7,13.0,26.5,221.0,9.8
1493332200,173.4,3.1,3.6,0.4,16.0,18.1,205.0,10.9
1493335800,191.5,3.5,3.8,0.2,9.0,17.8,199.0,10.4
1493339400,487.5,7.4,7.7,0.3,15.0,26.1,191.0,6.6
1493343000,255.9,5.0,6.3,1.3,13.0,44.6,243.0,3.8
1493346600,418.4,9.7,11.8,2.1,6.0,51.4,97.0,1.1
1493350200,371.3,10.3,15.8,5.4,6.0,67.2,139.0,0.9
1493353800,303.0,10.2,11.9,1.6,5.0,33.8,228.0,3.1
1493357400,246.9,8.7,11.0,2.3,1.0,46.1,282.0,2.1
1493361000,,8.3,10.8,2.4,2.0,36.9,297.0,2.5
1493364600,191.2,,,,11.0,42.1,301.0,2.1
1493368200,229.4,9.2,12.0,2.9,9.0,55.7,358.0,1.4
1493371800,270.9,8.6,10.0,1.3,7.0,53.0,114.0,0.8
1493375400,569.3,16.0,30.4,14.4,7.0,58.3,124.0,0.8
1493379000,1941.1,20.8,76.3,55.4,14.0,32.9,214.0,1.3
1493382600,410.2,10.4,16.6,6.1,20.0,37.3,200.0,2.0
1493386200,430.3,11.1,20.3,9.1,2.0,42.7,224.0,3.2
1493389800,324.3,7.9,11.5,3.5,6.0,32.6,198.0,3.5
1493393400,262.7,8.3,12.0,3.6,13.0,30.0,207.0,5.6
1493397000,306.1,8.8,12.6,3.8,12.0,27.0,209.0,5.9
1493400600,238.4,7.0,8.4,1.4,8.0,30.0,195.0,4.6
1493404200,141.4,5.1,5.9,0.8,4.0,27.7,198.0,4.4
1493407800,249.2,7.0,8.4,1.4,5.0,34.8,202.0,3.5
1493411400,525.1,11.0,16.2,5.1,8.0,59.4,235.0,1.8
1493415000,878.5,16.5,26.6,9.9,10.0,40.8,38.0,2.4
1493418600,1049.3,17.8,25.9,7.9,10.0,27.7,40.0,3.1
1493422200,445.5,11.6,14.0,2.3,9.0,54.8,89.0,1.2
1493425800,328.4,7.4,8.5,1.1,7.0,73.6,96.0,1.3
1493429400,601.4,10.0,13.4,3.4,8.0,26.3,50.0,3.4
1493433000,448.2,9.5,11.8,2.2,8.0,22.0,52.0,3.7
1493436600,285.4,6.0,7.8,1.7,8.0,23.2,58.0,4.3
1493440200,327.6,6.1,8.8,2.7,12.0,67.9,50.0,2.5
1493443800,213.4,4.4,5.2,0.9,7.0,74.2,183.0,1.9
1493447400,,4.0,4.5,0.4,4.0,67.2,179.0,1.1
1493451000,212.4,,,,9.0,51.0,165.0,1.1
1493454600,370.9,7.1,7.4,0.3,10.0,30.4,196.0,4.0
1493458200,323.4,9.0,9.3,0.3,15.0,16.5,202.0,4.5
1493461800,394.1,10.8,11.2,0.3,15.0,19.0,188.0,4.7
1493465400,631.7,13.8,17.1,3.3,18.0,28.2,209.0,4.3
1493469000,243.4,5.8,6.6,0.7,9.0,36.0,183.0,4.2
1493472600,979.2,16.6,31.5,14.8,2.0,44.7,282.0,2.3
1493476200,650.9,11.1,18.6,7.4,7.0,38.1,254.0,4.0
1493479800,782.7,9.6,16.9,7.3,4.0,37.2,264.0,3.9
1493483400,527.3,9.5,13.8,4.2,4.0,36.4,243.0,4.0
1493487000,526.8,11.3,18.4,7.1,6.0,40.4,311.0,4.4
1493490600,653.2,9.6,17.2,7.5,4.0,58.2,251.0,2.8
1493494200,246.0,5.4,7.5,2.0,1.0,20.6,207.0,5.4
1493497800,225.6,4.7,6.2,1.4,4.0,27.7,213.0,5.6
1493501400,505.2,6.5,9.7,3.2,12.0,32.4,249.0,4.4
1493505000,941.0,8.8,15.3,6.4,3.0,31.4,299.0,3.5
1493508600,1182.0,11.8,18.2,6.3,7.0,33.5,349.0,3.6
1493512200,818.5,7.9,12.7,4.7,11.0,16.0,41.0,5.7
1493515800,813.9,10.3,17.2,6.8,13.0,19.0,42.0,4.2
1493519400,689.7,7.8,14.5,6.6,9.0,34.3,47.0,3.8
1493523000,637.0,6.1,10.9,4.8,5.0,47.5,55.0,3.0
1493526600,415.6,5.5,8.6,3.0,5.0,61.9,65.0,1.9
1493530200,320.7,3.3,4.4,1.1,4.0,82.6,101.0,1.3
1493533800,,4.6,5.9,1.2,5.0,71.9,99.0,1.6
1493537400,233.3,,,,7.0,74.6,82.0,1.3
1493541000,204.2,3.3,4.2,0.8,9.0,75.5,95.0,1.3
1493544600,214.7,2.7,3.2,0.5,8.0,70.9,185.0,1.3
1493548200,176.0,3.3,4.1,0.8,4.0,69.9,199.0,1.2
1493551800,293.9,3.6,5.2,1.6,9.0,65.7,192.0,1.0
1493555400,602.3,5.5,7.4,1.8,11.0,48.3,191.0,1.8
1493559000,676.0,13.3,21.2,7.9,19.0,27.6,191.0,3.5
1493562600,327.9,10.5,15.8,5.3,27.0,20.7,198.0,5.4
1493566200,219.4,5.1,6.5,1.4,21.0,23.5,195.0,5.5
1493569800,229.3,3.9,4.8,0.8,18.0,24.5,204.0,7.0
1493573400,218.7,2.9,3.7,0.7,15.0,24.5,221.0,8.6
1493577000,237.1,3.1,3.9,0.8,13.0,24.2,222.0,9.2
1493580600,306.5,4.1,5.4,1.3,15.0,28.5,234.0,9.4
1493584200,257.8,3.6,4.8,1.1,10.0,25.4,223.0,9.1
1493587800,297.5,3.3,4.3,0.9,12.0,25.8,221.0,7.3
1493591400,177.2,2.5,3.0,0.4,10.0,24.3,205.0,6.2
1493595000,202.8,3.7,4.1,0.3,15.0,39.6,160.0,2.0
1493598600,181.1,3.3,3.5,0.2,12.0,39.3,141.0,1.3
1493602200,611.8,8.6,8.9,0.3,13.0,27.8,170.0,2.3
1493605800,470.5,8.8,9.1,0.3,24.0,40.4,142.0,1.5
1493609400,179.5,4.4,4.6,0.2,16.0,42.4,159.0,2.7
1493613000,582.7,12.3,12.7,0.4,18.0,25.3,189.0,4.8
1493616600,566.6,9.7,10.1,0.3,18.0,28.8,188.0,5.2
1493620200,,16.9,17.4,0.4,16.0,28.7,192.0,4.7
1493623800,1058.1,,,,19.0,29.2,186.0,4.2
1493627400,611.4,11.9,12.5,0.5,15.0,27.5,188.0,4.1
1493631000,251.6,8.4,8.6,0.2,12.0,19.6,200.0,5.2
1493634600,130.5,4.5,4.8,0.2,9.0,21.4,201.0,4.7
1493638200,208.3,7.6,8.2,0.5,7.0,22.3,200.0,5.6
1493641800,233.5,8.0,9.3,1.3,7.0,43.9,146.0,1.7
1493645400,200.8,8.3,9.5,1.2,12.0,46.3,161.0,2.6
1493649000,264.6,8.7,10.6,1.9,10.0,37.4,176.0,3.3
1493652600,270.1,8.2,10.2,1.9,8.0,37.4,175.0,3.6
1493656200,184.3,4.9,6.8,1.9,8.0,43.7,148.0,2.2
1493659800,137.5,3.0,3.8,0.8,2.0,33.5,183.0,7.4
1493663400,299.0,3.0,3.6,0.5,4.0,29.6,196.0,12.8
1493667000,275.4,5.9,8.5,2.6,8.0,34.4,244.0,6.9
1493670600,211.7,7.2,8.7,1.4,5.0,26.6,224.0,7.2
1493674200,157.1,3.4,3.9,0.5,5.0,17.8,206.0,7.1
1493677800,153.8,4.4,5.4,0.9,10.0,18.0,206.0,5.6
1493681400,170.4,4.9,5.9,0.9,6.0,31.5,205.0,6.3
1493685000,335.7,7.1,8.8,1.6,0.0,45.1,229.0,3.8
1493688600,322.7,6.4,8.9,2.5,6.0,42.0,287.0,5.4
1493692200,253.3,4.2,6.3,2.1,-1.0,39.8,274.0,6.2
1493695800,299.6,3.8,6.2,2.4,2.0,42.2,278.0,7.4
1493699400,187.3,3.1,4.1,1.0,7.0,38.9,273.0,6.2
1493703000,153.9,2.6,3.2,0.5,2.0,33.3,252.0,7.1
1493706600,,3.7,5.2,1.5,5.0,36.4,255.0,5.8
1493710200,140.8,,,,3.0,33.6,244.0,7.9
1493713800,143.9,4.2,4.8,0.5,5.0,26.8,235.0,7.5
1493717400,159.1,4.1,5.1,1.0,5.0,27.7,227.0,6.7
1493721000,160.4,4.3,5.1,0.7,3.0,22.6,217.0,8.5
1493724600,167.1,4.6,5.5,0.9,2.0,22.6,218.0,8.2
1493728200,168.2,4.9,6.5,1.5,4.0,23.4,220.0,11.3
1493731800,184.3,5.8,7.1,1.4,0.0,27.0,226.0,10.2
1493735400,206.3,5.4,8.5,3.1,1.0,29.3,234.0,9.4
1493739000,198.9,6.0,9.5,3.5,3.0,29.7,232.0,11.5
1493742600,207.3,4.8,8.6,3.7,1.0,31.0,242.0,12.9
1493746200,255.9,6.1,10.3,4.1,3.0,35.1,249.0,11.3
1493749800,295.5,6.2,9.9,3.8,5.0,37.7,266.0,12.6
1493753400,298.9,4.9,8.6,3.7,2.0,37.3,260.0,11.5
1493757000,319.4,5.4,8.7,3.3,3.0,40.1,274.0,11.1
1493760600,361.9,5.3,8.5,3.2,4.0,42.0,270.0,9.3
1493764200,411.0,8.4,13.5,5.1,7.0,40.8,274.0,7.6
1493767800,379.8,6.7,10.4,3.7,7.0,32.0,296.0,6.5
1493771400,408.8,9.1,13.2,4.1,4.0,37.6,315.0,4.6
1493775000,351.1,6.8,12.4,5.6,4.0,31.3,319.0,5.1
1493778600,368.7,5.6,8.4,2.8,5.0,37.4,299.0,5.5
1493782200,288.7,5.2,7.3,2.1,2.0,37.3,282.0,5.5
1493785800,176.0,2.7,4.0,1.3,5.0,36.8,303.0,7.3
1493789400,170.8,2.9,5.0,2.1,-1.0,37.0,304.0,5.7
1493793000,,3.7,4.5,0.8,0.0,45.1,274.0,4.3
1493796600,172.6,,,,4.0,38.0,260.0,4.6
1493800200,167.4,5.0,7.2,2.2,4.0,48.3,268.0,4.7
1493803800,268.7,6.6,11.6,5.1,3.0,38.7,289.0,4.8
1493807400,451.6,9.2,16.4,7.1,5.0,36.0,290.0,5.1
1493811000,529.9,11.9,20.6,8.7,7.0,33.4,291.0,5.7
1493814600,533.6,11.7,25.6,13.8,5.0,40.1,313.0,5.3
1493818200,424.6,8.1,20.8,12.7,8.0,31.1,308.0,5.5
1493821800,,7.7,16.1,8.2,9.0,35.1,318.0,6.7
1493825400,451.6,,,,5.0,43.8,328.0,6.0
1493829000,458.5,,,,5.0,39.8,327.0,6.1
1493832600,440.8,,,,3.0,39.2,318.0,5.7
1493836200,569.8,10.9,20.9,9.9,2.0,48.9,324.0,4.4
1493839800,595.2,7.4,17.4,10.0,5.0,46.7,312.0,4.6
1493843400,583.9,9.0,17.1,8.2,4.0,50.7,327.0,3.8
1493847000,568.5,7.3,14.5,7.2,9.0,63.4,306.0,3.1
1493850600,763.5,10.4,20.2,9.8,12.0,48.8,354.0,2.9
1493854200,414.9,5.2,7.6,2.4,4.0,74.9,66.0,1.4
1493857800,488.1,10.2,10.9,0.6,2.0,68.3,74.0,0.7
1493861400,500.8,12.5,12.9,0.3,7.0,51.8,129.0,0.6
1493865000,350.6,14.0,14.3,0.2,7.0,20.6,93.0,1.2
1493868600,320.9,9.4,9.6,0.2,5.0,19.6,92.0,1.3
1493872200,207.4,5.9,6.2,0.3,6.0,49.5,80.0,0.8
1493875800,189.0,5.3,5.6,0.2,4.0,38.6,65.0,0.8
1493879400,,5.6,6.0,0.3,10.0,54.8,64.0,1.0
1493883000,175.2,,,,6.0,61.9,168.0,1.0
